AStar instances/BBGRL/1000_ep0.0075_0_gilbert_4.in 998 0.998
AStar instances/BBGRL/100_ep0.05_0_gilbert_4.in 5 0.05
AStar instances/BBGRL/100_ep0.1_0_gilbert_10.in 4 0.04
AStar instances/BBGRL/50_ep0.15_0_gilbert_1.in 3 0.06
AStar instances/BBGRL/100_ep0.1_0_gilbert_1.in 3 0.03
AStar instances/BBGRL/500_ep0.02_0_gilbert_1.in 4 0.008
AStar instances/BBGRL/500_ep0.025_0_gilbert_9.in 4 0.008
AStar instances/BBGRL/50_ep0.2_0_gilbert_4.in 3 0.06
AStar instances/BBGRL/50_ep0.15_0_gilbert_5.in 4 0.08
AStar instances/BBGRL/500_ep0.015_0_gilbert_1.in 6 0.012
AStar instances/BBGRL/100_ep0.05_0_gilbert_1.in 7 0.07
AStar instances/BBGRL/1000_ep0.0075_0_gilbert_1.in 6 0.006
AStar instances/BBGRL/500_ep0.025_0_gilbert_8.in 4 0.008
AStar instances/BBGRL/50_ep0.2_0_gilbert_5.in 3 0.06
AStar instances/BBGRL/50_ep0.15_0_gilbert_4.in 3 0.06
AStar instances/BBGRL/100_ep0.1_0_gilbert_4.in 3 0.03
AStar instances/BBGRL/500_ep0.02_0_gilbert_4.in 4 0.008
AStar instances/BBGRL/1000_ep0.0125_0_gilbert_8.in 4 0.004
AStar instances/BBGRL/500_ep0.015_0_gilbert_5.in 5 0.01
AStar instances/BBGRL/1000_ep0.0075_0_gilbert_5.in 6 0.006
AStar instances/BBGRL/100_ep0.05_0_gilbert_5.in 4 0.04
AStar instances/BBGRL/50_ep0.2_0_gilbert_1.in 3 0.06
AStar instances/BBGRL/1000_ep0.0125_0_gilbert_3.in 4 0.004
AStar instances/BBGRL/1000_ep0.01_0_gilbert_5.in 5 0.005
AStar instances/BBGRL/500_ep0.025_0_gilbert_7.in 4 0.008
AStar instances/BBGRL/50_ep0.1_0_gilbert_10.in 6 0.12
AStar instances/BBGRL/1000_ep0.0125_0_gilbert_7.in 4 0.004
AStar instances/BBGRL/1000_ep0.01_0_gilbert_1.in 4 0.004
AStar instances/BBGRL/50_ep0.1_0_gilbert_4.in 4 0.08
AStar instances/BBGRL/100_ep0.075_0_gilbert_4.in 4 0.04
AStar instances/BBGRL/500_ep0.025_0_gilbert_3.in 4 0.008
AStar instances/BBGRL/1000_ep0.0125_0_gilbert_10.in 5 0.005
AStar instances/BBGRL/1000_ep0.0125_0_gilbert_6.in 4 0.004
AStar instances/BBGRL/50_ep0.1_0_gilbert_5.in 5 0.1
AStar instances/BBGRL/100_ep0.075_0_gilbert_5.in 4 0.04
AStar instances/BBGRL/500_ep0.025_0_gilbert_2.in 4 0.008
AStar instances/BBGRL/1000_ep0.0125_0_gilbert_2.in 4 0.004
AStar instances/BBGRL/1000_ep0.01_0_gilbert_4.in 5 0.005
AStar instances/BBGRL/50_ep0.1_0_gilbert_1.in 6 0.12
AStar instances/BBGRL/100_ep0.075_0_gilbert_1.in 4 0.04
AStar instances/BBGRL/500_ep0.025_0_gilbert_6.in 4 0.008
